Sr. No.,Emp. Code,Emp. Tags,Employee Name,Employee Number,To Name,Country Code,To Number,Call Type,Duration,Call Date,Call Time,Notes,Unique customer Id,Incoming Calls,Incoming Duration,Outgoing Calls,Outgoing Duration,Missed,Rejected,Connected Calls,Never Attended,Call Status,Purpose of Call,Region,Customer Feedback,Department,Follow-Up Required
546.0,FB003,Pune,Shubhangi,,Stephanie Green,+378,810.898.8932x72614,Incoming,11 mins 28 secs,,09:14 PM,Build throughout forward name job.,CUST0546,5.0,95 mins 95 secs,4.0,4 mins 84 secs,2.0,1.0,3.0,6.0,,Follow-up,Africa,Neutral,Sales,No
,FB003,Pune,Shubhangi,+918888800003,Teresa Bishop,+673,,Outgoing,2 mins 45 secs,2022-10-19,02:15 PM,Look when opportunity one executive.,CUST0547,1.0,8 mins 5 secs,2.0,,2.0,,,3.0,Busy,,Australia,Dissatisfied,,Yes
548.0,FB008,,,+918888800004,Ashley Orr,,+1-563-547-7332x13009,,18 mins 53 secs,2023-07-03,,Table program fine mouth executive yet.,CUST0548,2.0,4 mins 74 secs,0.0,0 mins 0 secs,0.0,1.0,,0.0,Busy,Inquiry,,,Support,Yes
549.0,FB003,Pune,Shubhangi,+918888800003,Angelica Lane,+44 7524,,Outgoing,13 mins 23 secs,,,Environmental teacher base the myself within.,CUST0549,5.0,20 mins 185 secs,3.0,51 mins 12 secs,2.0,,8.0,0.0,Completed,Sales,Europe,Dissatisfied,Sales,No
550.0,FB015,New York,Rachel,+918888800005,Cheryl Perry,+263,465.466.8292,Incoming,2 mins 13 secs,2021-07-11,03:51 PM,Article where bar stop rise price.,CUST0550,3.0,33 mins 138 secs,,24 mins 66 secs,,,4.0,2.0,No Answer,Sales,North America,Satisfied,Sales,No
551.0,,New York,Steve,+918888800004,Nicholas Bryant,+599 9,825-493-2963x89966,Incoming,15 mins 34 secs,2022-09-27,,Full day fast often across charge too.,,2.0,8 mins 72 secs,5.0,20 mins 270 secs,0.0,0.0,5.0,2.0,Completed,Sales,Asia,Neutral,Support,No
552.0,,,Steve,+918888800004,Steven Bell,+1 671,001-790-504-5399x105,Outgoing,3 mins 15 secs,2020-10-10,03:10 AM,Guess me project born network.,CUST0552,,20 mins 66 secs,2.0,18 mins 58 secs,2.0,1.0,1.0,3.0,Failed,Support,North America,Neutral,Support,No
,FB002,Mumbai,Ankur Garde,+918888800002,Lisa Santos,+356,+1-432-978-2842x2129,Outgoing,8 mins 41 secs,2022-06-29,,,CUST0553,,42 mins 144 secs,,75 mins 170 secs,1.0,0.0,4.0,4.0,Failed,,North America,Dissatisfied,Support,
,FB001,,,+918888800001,Bradley Smith,+421,001-689-777-1909,,5 mins 28 secs,2024-01-29,02:41 AM,Change could adult more degree.,CUST0554,,0 mins 0 secs,5.0,85 mins 130 secs,1.0,0.0,2.0,,Failed,Inquiry,Africa,Dissatisfied,Sales,No
555.0,FB003,Pune,Shubhangi,+918888800003,Jeff Hernandez,+968,699-240-1593,,,2020-12-16,03:27 AM,Trial next mission share.,CUST0555,2.0,16 mins 80 secs,2.0,32 mins 56 secs,1.0,2.0,2.0,2.0,Completed,Inquiry,Asia,Satisfied,Sales,
556.0,FB003,Pune,Shubhangi,,,+260,,Outgoing,19 mins 37 secs,2021-03-19,06:27 PM,,,1.0,,2.0,4 mins 108 secs,,1.0,0.0,,No Answer,Support,Africa,Neutral,Sales,No
557.0,,New York,Rachel,+918888800005,Dean White,+881,2325953139,Outgoing,6 mins 52 secs,2023-05-01,05:05 PM,Especially traditional evidence again miss.,CUST0557,5.0,,2.0,,1.0,2.0,6.0,1.0,No Answer,Support,North America,,,Yes
558.0,,New York,,,Amy Hickman,+881 7,+1-467-217-7100x509,Outgoing,,2022-07-24,05:57 AM,Language model unit.,CUST0558,,30 mins 12 secs,3.0,6 mins 66 secs,,0.0,5.0,0.0,No Answer,Sales,Europe,Dissatisfied,Sales,
,,Pune,Shubhangi,,Megan Pearson,+84,,Incoming,16 mins 45 secs,,09:58 PM,,,0.0,0 mins 0 secs,,,1.0,0.0,2.0,0.0,No Answer,Support,Asia,,Sales,
,,,,+918888800004,Jeffrey Burns,,(206)857-9303x4560,Incoming,12 mins 21 secs,2024-08-09,12:36 PM,Current week name source nothing large two.,CUST0560,4.0,4 mins 88 secs,4.0,,1.0,1.0,6.0,,,Sales,Asia,,Support,No
561.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Jacqueline Bonilla,+84,(337)854-9164,Outgoing,16 mins 14 secs,2024-02-25,07:11 PM,Very call work.,CUST0561,1.0,6 mins 50 secs,2.0,4 mins 46 secs,2.0,0.0,2.0,1.0,Busy,Sales,Europe,Dissatisfied,Sales,Yes
562.0,FB015,,Rachel,+918888800005,Wendy Mendoza,+856,(886)928-6791x632,Incoming,,2023-02-11,,Short condition vote customer amount.,CUST0562,4.0,72 mins 128 secs,3.0,24 mins 18 secs,2.0,0.0,0.0,7.0,Busy,Support,North America,,Sales,No
,FB003,Pune,Shubhangi,+918888800003,Michael Johnson,+44 7781,,,19 mins 26 secs,2021-08-31,05:54 AM,Forward own truth ball again loss thousand.,CUST0563,2.0,,1.0,18 mins 13 secs,1.0,1.0,3.0,0.0,No Answer,,Asia,Satisfied,,No
564.0,FB003,,,+918888800003,Sean Smith,,386.975.0296,,5 mins 57 secs,2021-05-31,,Card instead ever economic serious cover tree.,CUST0564,,48 mins 152 secs,0.0,,2.0,2.0,3.0,1.0,Failed,,Asia,Dissatisfied,Sales,Yes
565.0,FB015,New York,Rachel,,Leslie Smith,+94,229-767-4001x09288,Incoming,10 mins 1 secs,,09:00 AM,Knowledge yeah gun.,CUST0565,4.0,60 mins 164 secs,2.0,,0.0,0.0,4.0,2.0,Failed,Feedback,Africa,,,Yes
566.0,FB001,,Aniruddha Kalbande,+918888800001,Derek Hall,+808,001-565-350-8699x04669,Outgoing,,2021-08-08,,Lose reflect ever.,CUST0566,,,5.0,95 mins 155 secs,1.0,0.0,0.0,9.0,Busy,,Asia,,,No
567.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Krista Cox,+500,483.437.0606x746,Incoming,5 mins 7 secs,2022-04-23,12:38 PM,Tonight red yeah investment they.,CUST0567,4.0,72 mins 84 secs,,0 mins 0 secs,1.0,2.0,0.0,4.0,Failed,Inquiry,,Neutral,Sales,No
,FB015,New York,Rachel,,Gabriel Ellis DDS,+237,779.671.7462x143,Outgoing,16 mins 13 secs,2020-11-27,01:51 AM,Hard data risk quickly.,CUST0568,2.0,38 mins 40 secs,,0 mins 0 secs,2.0,0.0,2.0,,,Follow-up,,,Sales,No
,FB015,New York,Rachel,+918888800005,Nicole Johnson,+387,243.282.1978x340,Outgoing,11 mins 12 secs,2023-10-07,03:15 PM,Laugh seat who yeah reduce.,,2.0,,5.0,90 mins 255 secs,0.0,1.0,3.0,4.0,Completed,Feedback,,Dissatisfied,Sales,
570.0,FB003,Pune,,+918888800003,Amber Sanchez,+881 2,+1-351-689-9081x73699,Incoming,5 mins 50 secs,2022-05-05,01:29 PM,Against them free.,CUST0570,3.0,12 mins 129 secs,2.0,40 mins 66 secs,,0.0,2.0,3.0,Failed,Follow-up,Europe,Neutral,Sales,Yes
571.0,,Mumbai,Ankur Garde,+918888800002,Paul Wagner,+44 1534,,Outgoing,,2023-06-20,06:39 AM,Find interesting field sell cultural culture health.,CUST0571,1.0,7 mins 45 secs,5.0,,2.0,1.0,2.0,4.0,Completed,Support,Africa,Dissatisfied,,Yes
,,New York,Rachel,+918888800005,Crystal Greer,+51,688.345.8734,Incoming,,2021-04-02,,Movie system general.,CUST0572,0.0,0 mins 0 secs,,,1.0,1.0,4.0,0.0,Busy,Follow-up,Asia,Dissatisfied,Sales,Yes
573.0,FB015,New York,Rachel,+918888800005,Devin Bailey Jr.,,792-756-0906,Incoming,,,07:34 AM,Pass long light husband defense commercial young discover.,CUST0573,1.0,8 mins 13 secs,1.0,14 mins 59 secs,,1.0,,1.0,Completed,Follow-up,Europe,Dissatisfied,Sales,Yes
574.0,FB003,Pune,Shubhangi,+918888800003,Aaron Sherman,+36,332.862.6029x72107,,,,02:34 AM,Half mouth although note hotel.,CUST0574,1.0,7 mins 45 secs,,0 mins 0 secs,0.0,2.0,,1.0,No Answer,Inquiry,Africa,,Sales,Yes
575.0,FB003,Pune,Shubhangi,+918888800003,,+382,907-338-8089x212,Incoming,16 mins 8 secs,2022-02-09,03:06 AM,Decision fish safe line subject.,CUST0575,3.0,51 mins 63 secs,3.0,9 mins 144 secs,2.0,2.0,6.0,0.0,,Follow-up,Africa,Dissatisfied,Sales,No
576.0,FB003,Pune,Shubhangi,+918888800003,Mary Pierce,+255 24,931-387-4513,Incoming,16 mins 4 secs,2022-02-22,11:35 PM,,,,17 mins 58 secs,,72 mins 200 secs,0.0,0.0,2.0,3.0,Completed,Inquiry,Africa,,Sales,
577.0,,New York,Rachel,+918888800005,,,(474)588-2182x3724,Incoming,,2020-11-01,09:49 PM,Treat shoulder over quality.,CUST0577,4.0,12 mins 84 secs,1.0,15 mins 35 secs,2.0,,,1.0,Failed,Follow-up,,Neutral,Sales,No
578.0,FB002,Mumbai,Ankur Garde,,,+245,,Incoming,,2024-01-02,09:48 AM,Key chance save look character.,CUST0578,3.0,3 mins 129 secs,1.0,12 mins 21 secs,0.0,2.0,1.0,3.0,Failed,,Europe,Dissatisfied,Support,Yes
579.0,FB008,New York,Steve,+918888800004,,+227,(983)329-3840,Outgoing,17 mins 11 secs,2022-04-08,09:28 AM,Technology world mind bar hold growth give if.,CUST0579,2.0,30 mins 82 secs,0.0,0 mins 0 secs,0.0,0.0,2.0,0.0,Failed,Sales,,Dissatisfied,Support,No
580.0,FB003,,Shubhangi,+918888800003,Gabriel Wright,+227,,Outgoing,,,09:23 AM,,CUST0580,2.0,16 mins 66 secs,2.0,,2.0,1.0,4.0,0.0,Failed,Inquiry,Africa,Neutral,,No
581.0,FB002,Mumbai,Ankur Garde,+918888800002,Tammy Costa,+53,487.288.3120,Outgoing,13 mins 46 secs,2022-11-03,09:51 AM,,CUST0581,,9 mins 2 secs,1.0,4 mins 3 secs,2.0,0.0,0.0,2.0,,Support,Australia,Dissatisfied,Support,No
582.0,,Nagpur,,+918888800001,Bryan Leon,+266,+1-375-400-4516x3904,Incoming,19 mins 17 secs,2021-02-10,10:43 PM,Pretty off past what look parent computer.,CUST0582,3.0,9 mins 6 secs,2.0,18 mins 10 secs,,,0.0,5.0,No Answer,Sales,North America,Dissatisfied,Sales,No
,FB003,Pune,Shubhangi,+918888800003,Elizabeth Ray,+258,+1-808-810-2847x509,Outgoing,1 mins 56 secs,2022-01-15,11:25 AM,Partner more suffer fish.,CUST0583,5.0,10 mins 180 secs,3.0,,1.0,1.0,7.0,1.0,Failed,,Africa,Dissatisfied,Sales,No
584.0,,Mumbai,Ankur Garde,+918888800002,William Gilbert,+216,486-258-0444,Incoming,12 mins 51 secs,2022-06-28,10:16 PM,Any full land.,,0.0,0 mins 0 secs,0.0,,2.0,0.0,0.0,,Failed,,,Satisfied,Support,Yes
585.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,,+371,,Incoming,8 mins 54 secs,2021-10-10,04:31 AM,Tell challenge bank will.,CUST0585,,54 mins 15 secs,,12 mins 31 secs,0.0,,0.0,4.0,,Sales,Africa,Dissatisfied,Sales,No
586.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,,+503,586.383.6851x7667,Outgoing,4 mins 56 secs,2020-11-10,05:33 AM,Edge dream environment way throughout.,CUST0586,1.0,6 mins 57 secs,0.0,0 mins 0 secs,1.0,2.0,0.0,1.0,Failed,,,Satisfied,,Yes
587.0,FB003,Pune,Shubhangi,+918888800003,,,(908)393-1833x2994,Incoming,11 mins 24 secs,,04:55 AM,Which soldier home another whose laugh tend.,CUST0587,0.0,0 mins 0 secs,3.0,45 mins 96 secs,1.0,,1.0,2.0,Busy,Follow-up,North America,Satisfied,,Yes
,FB003,Pune,Shubhangi,+918888800003,Jacqueline Davis,+599 7,,Incoming,10 mins 2 secs,2022-07-06,06:42 PM,Note everybody happy check campaign.,CUST0588,4.0,,3.0,,2.0,1.0,3.0,4.0,Busy,Inquiry,Europe,,Sales,
589.0,FB008,New York,Steve,,Michael Medina,,,Incoming,20 mins 35 secs,2023-10-03,07:43 AM,System decision ask move product herself.,CUST0589,1.0,19 mins 45 secs,1.0,2 mins 4 secs,0.0,2.0,1.0,1.0,Completed,Inquiry,,Dissatisfied,Support,Yes
590.0,FB001,Nagpur,,+918888800001,William Fox,+63,,Incoming,12 mins 35 secs,2021-04-19,,Debate reflect figure moment next management most.,CUST0590,2.0,,3.0,9 mins 60 secs,1.0,2.0,3.0,2.0,,,Europe,Neutral,Sales,Yes
591.0,FB001,Nagpur,,+918888800001,David Mcintosh,+52,001-917-947-9122,Incoming,13 mins 41 secs,,07:52 PM,Race job campaign.,,1.0,2 mins 26 secs,3.0,,1.0,1.0,2.0,2.0,Completed,Support,Africa,Satisfied,Sales,
592.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Bradley Williams,+883,+1-479-659-2677x809,Incoming,8 mins 0 secs,2021-11-23,12:45 AM,Become indicate serve strong.,CUST0592,2.0,24 mins 82 secs,2.0,,1.0,0.0,2.0,2.0,Failed,Follow-up,Asia,Satisfied,Sales,Yes
593.0,FB008,New York,Steve,+918888800004,,+56,001-680-900-9995x148,Incoming,13 mins 25 secs,2022-08-28,12:09 PM,Size marriage almost show cell who.,CUST0593,5.0,60 mins 175 secs,3.0,,1.0,,5.0,3.0,,Follow-up,Africa,Neutral,Support,Yes
,FB001,,Aniruddha Kalbande,,Jeffrey Miller,+509,,Incoming,13 mins 48 secs,2023-02-27,01:55 AM,Heart happy part choose from middle.,CUST0594,,17 mins 59 secs,,0 mins 0 secs,1.0,1.0,,1.0,Failed,Follow-up,Africa,Satisfied,Sales,Yes
595.0,,Mumbai,Ankur Garde,+918888800002,Joe Strong,+970,+1-557-691-6034,Outgoing,8 mins 33 secs,2021-04-01,09:22 PM,Sort both international yeah game than.,,2.0,12 mins 116 secs,4.0,80 mins 84 secs,2.0,2.0,,2.0,,Support,Australia,Satisfied,,No
596.0,,,Aniruddha Kalbande,+918888800001,Dale Mcdonald,+590,(363)815-7129,Outgoing,19 mins 39 secs,2023-05-18,,Significant that agree while health recent.,CUST0596,5.0,50 mins 240 secs,4.0,8 mins 132 secs,,0.0,3.0,,Failed,Feedback,Asia,Satisfied,,
597.0,FB001,,Aniruddha Kalbande,+918888800001,,+685,654.732.5774,Outgoing,8 mins 46 secs,2021-07-02,05:12 AM,Method home since environment end medical perform other.,CUST0597,5.0,45 mins 55 secs,0.0,,1.0,0.0,0.0,5.0,Completed,Support,North America,Neutral,Sales,No
598.0,FB002,Mumbai,,+918888800002,Mary Mendoza,+291,473-837-0183x1638,Outgoing,12 mins 56 secs,,01:26 AM,Relate talk bank.,CUST0598,5.0,5 mins 160 secs,3.0,,2.0,2.0,,,,Inquiry,Asia,Neutral,,
599.0,FB008,New York,Steve,+918888800004,Eduardo Lewis,+883,7072621213,,16 mins 2 secs,,08:11 AM,Kitchen contain very.,CUST0599,2.0,12 mins 10 secs,2.0,28 mins 38 secs,1.0,0.0,0.0,4.0,Busy,Inquiry,,Dissatisfied,Support,No
600.0,FB001,,Aniruddha Kalbande,,Miss Molly Nguyen,+381,001-278-466-7410x1724,Outgoing,6 mins 40 secs,2023-06-13,,Which this foreign decade success tonight.,,,60 mins 156 secs,5.0,,2.0,,7.0,2.0,No Answer,Sales,Europe,Neutral,Sales,Yes
601.0,FB002,Mumbai,Ankur Garde,+918888800002,Henry Cooper,+269,485.580.3030x545,,,2022-03-17,10:51 AM,,CUST0601,3.0,,,0 mins 0 secs,2.0,1.0,3.0,0.0,No Answer,Inquiry,Australia,Neutral,Support,No
602.0,FB002,Mumbai,Ankur Garde,+918888800002,Sierra Graham,+236,631-638-1548x8842,Incoming,18 mins 40 secs,,06:35 AM,Challenge along technology.,CUST0602,1.0,7 mins 53 secs,2.0,8 mins 6 secs,0.0,1.0,0.0,3.0,,,Europe,Neutral,Support,Yes
,FB008,New York,Steve,+918888800004,Vickie Ross,,+1-919-971-0489x498,Incoming,,2022-05-31,10:05 AM,Then pass will.,CUST0603,1.0,17 mins 26 secs,5.0,75 mins 175 secs,,1.0,4.0,2.0,,Follow-up,Asia,,Support,Yes
604.0,FB002,,Ankur Garde,+918888800002,William Mendez MD,,943-712-2567x01231,Outgoing,11 mins 52 secs,2022-06-17,05:47 AM,,CUST0604,0.0,0 mins 0 secs,,,1.0,2.0,,1.0,Failed,Follow-up,Europe,Satisfied,Support,
605.0,FB001,,Aniruddha Kalbande,+918888800001,Bianca Russell,+882 13,569.226.3962x7990,Incoming,2 mins 44 secs,2021-02-16,,Point focus matter.,CUST0605,0.0,,,20 mins 29 secs,,2.0,,1.0,Failed,Inquiry,North America,Neutral,,Yes
606.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Mackenzie Graham,+234,001-629-920-5655x230,Outgoing,,2024-02-04,11:23 AM,,CUST0606,2.0,38 mins 118 secs,,48 mins 93 secs,,2.0,,3.0,No Answer,Feedback,Africa,,,No
607.0,,Nagpur,Aniruddha Kalbande,+918888800001,Greg Williams,,897.272.4449x48221,Outgoing,7 mins 13 secs,,03:43 PM,Billion why city safe low.,CUST0607,4.0,76 mins 124 secs,4.0,24 mins 16 secs,0.0,2.0,1.0,7.0,Completed,,,Dissatisfied,Sales,Yes
608.0,,Nagpur,Aniruddha Kalbande,,Erin Wise,+220,8329650663,Outgoing,,2020-12-16,05:50 AM,Onto glass home sing.,CUST0608,5.0,10 mins 160 secs,5.0,35 mins 135 secs,0.0,0.0,1.0,9.0,No Answer,Inquiry,,Satisfied,,
609.0,FB003,Pune,Shubhangi,,Kim Ayala,+32,(265)393-2965x4319,Incoming,4 mins 43 secs,,10:15 AM,How responsibility and community cause certainly wall wall.,,,44 mins 0 secs,,20 mins 52 secs,2.0,,6.0,0.0,Failed,Support,Australia,Satisfied,Sales,Yes
610.0,FB001,Nagpur,,+918888800001,Rita Smith,+263,761.249.7512x6722,Outgoing,,2023-06-13,08:26 AM,Let this generation give ability.,CUST0610,4.0,64 mins 172 secs,2.0,2 mins 82 secs,1.0,1.0,1.0,5.0,Failed,Sales,Asia,Satisfied,Sales,No
611.0,,New York,Steve,+918888800004,Melissa Maldonado,+960,403.523.2551x3386,Incoming,16 mins 15 secs,2024-01-23,01:28 AM,Radio anything meet artist.,CUST0611,3.0,42 mins 177 secs,4.0,56 mins 72 secs,1.0,2.0,,3.0,,Follow-up,Europe,Dissatisfied,Support,
612.0,,Nagpur,,+918888800001,Allison Lozano,+230,+1-751-449-5593x12354,Outgoing,,2021-06-07,05:57 AM,Call great allow send show of.,CUST0612,5.0,55 mins 0 secs,1.0,8 mins 22 secs,,,,,Failed,Inquiry,Europe,Dissatisfied,Sales,
613.0,FB003,Pune,Shubhangi,,Sean Hansen,,+1-312-513-6861,Outgoing,20 mins 24 secs,2022-06-03,06:53 AM,Nice operation southern sell and compare.,CUST0613,,5 mins 170 secs,3.0,,2.0,1.0,,,Completed,Support,Africa,Satisfied,,
,,,,+918888800003,Elizabeth Travis,+1 268,001-638-739-3033,,,2022-07-05,12:46 AM,Special own pretty choice already option.,CUST0614,5.0,65 mins 135 secs,,,2.0,2.0,6.0,0.0,,Sales,Africa,Satisfied,Sales,
615.0,FB003,Pune,Shubhangi,+918888800003,,+594,8395229603,Incoming,1 mins 54 secs,2021-01-30,06:31 PM,History investment first plan affect.,,3.0,30 mins 93 secs,5.0,45 mins 95 secs,2.0,0.0,,1.0,Failed,,Asia,Satisfied,Sales,Yes
616.0,FB003,Pune,Shubhangi,+918888800003,Jason Powell DDS,+882 16,464.375.5319x48871,Outgoing,14 mins 13 secs,2021-01-22,,,CUST0616,2.0,12 mins 2 secs,4.0,32 mins 180 secs,,1.0,6.0,0.0,Failed,Feedback,North America,Satisfied,,Yes
617.0,,Nagpur,,+918888800001,David Cervantes,+373 5,,Incoming,18 mins 43 secs,2020-09-27,12:05 PM,,CUST0617,,40 mins 205 secs,,5 mins 22 secs,,1.0,1.0,5.0,No Answer,Sales,Australia,Satisfied,,Yes
618.0,FB015,New York,Rachel,+918888800005,Michael Hunt,+691,680.250.7825,Outgoing,18 mins 3 secs,2021-12-18,06:50 PM,,CUST0618,2.0,26 mins 46 secs,0.0,0 mins 0 secs,2.0,,,0.0,Completed,Sales,Africa,Dissatisfied,,No
619.0,FB003,Pune,Shubhangi,,,+1 670,,Outgoing,14 mins 35 secs,2021-03-14,12:22 PM,Risk paper lay both with whom some.,CUST0619,0.0,,0.0,0 mins 0 secs,0.0,,0.0,0.0,Busy,Feedback,Australia,Satisfied,Sales,Yes
620.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Amanda Esparza,+674,7107119332,Incoming,,,06:25 AM,Performance some which development rather security notice staff.,CUST0620,,13 mins 54 secs,,80 mins 25 secs,0.0,2.0,5.0,1.0,Completed,,Europe,Neutral,,No
621.0,FB015,New York,Rachel,+918888800005,Aaron Phillips,,+1-971-334-4976,,20 mins 25 secs,2021-01-04,,For ago mission short.,CUST0621,0.0,0 mins 0 secs,,70 mins 125 secs,2.0,2.0,3.0,,Busy,Support,,,,
622.0,FB003,Pune,Shubhangi,,Desiree Gibbs,+52,959.918.2056x9252,Incoming,,2022-09-29,10:34 AM,Pm receive nation head middle fall character.,CUST0622,1.0,5 mins 2 secs,0.0,0 mins 0 secs,,1.0,1.0,0.0,Failed,Feedback,North America,Satisfied,,No
,FB002,,Ankur Garde,,Steven Huynh,+386,,Incoming,8 mins 29 secs,2023-04-22,03:30 PM,Factor of adult century manage trouble eight.,,5.0,30 mins 0 secs,2.0,,0.0,1.0,,3.0,Failed,,,,Support,Yes
624.0,FB001,Nagpur,,+918888800001,Alicia Wheeler,,,Incoming,1 mins 14 secs,2023-10-09,06:02 PM,Time road between stop focus find.,CUST0624,2.0,,0.0,,,0.0,0.0,2.0,Completed,Sales,Europe,Dissatisfied,Sales,No
625.0,FB002,Mumbai,Ankur Garde,+918888800002,,,001-744-556-2085x4352,Outgoing,,2020-12-26,05:51 AM,Your street job now evidence.,,4.0,64 mins 116 secs,,72 mins 136 secs,0.0,,1.0,7.0,,Support,North America,,Support,Yes
,FB001,,Aniruddha Kalbande,+918888800001,Kristina Reed,+375,+1-523-454-8147,Outgoing,13 mins 4 secs,2021-09-02,,Bar increase by car citizen.,CUST0626,0.0,,3.0,3 mins 18 secs,0.0,,2.0,1.0,,Inquiry,Africa,,Sales,No
627.0,FB008,,Steve,+918888800004,Sabrina Lewis,+299,,Outgoing,2 mins 15 secs,2024-03-18,04:46 AM,Return already national surface material everybody.,CUST0627,3.0,6 mins 93 secs,,40 mins 116 secs,1.0,0.0,,1.0,,Feedback,Europe,Dissatisfied,Support,Yes
628.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Shawn Long,+599 7,001-301-740-1305x533,Outgoing,18 mins 8 secs,2023-09-16,01:45 PM,Leader rise road usually hand car.,,3.0,60 mins 60 secs,,,,2.0,4.0,,Busy,Sales,Asia,Dissatisfied,,
629.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Emily Williams,+260,784.426.6266x188,Outgoing,5 mins 22 secs,,02:46 AM,Spend often state smile season.,CUST0629,0.0,0 mins 0 secs,0.0,0 mins 0 secs,0.0,2.0,0.0,0.0,Failed,Inquiry,,Dissatisfied,Sales,No
630.0,FB003,Pune,Shubhangi,+918888800003,William Andrews,+1 721,,,15 mins 48 secs,2022-05-24,,Central business management baby live front TV.,CUST0630,1.0,8 mins 44 secs,,16 mins 37 secs,2.0,,1.0,1.0,Failed,Sales,Australia,Satisfied,Sales,Yes
631.0,FB008,New York,Steve,+918888800004,,,(612)544-8231x4743,,,2021-07-31,08:23 PM,Area exactly customer grow rich project science.,,2.0,2 mins 96 secs,,25 mins 5 secs,0.0,,5.0,,Completed,Sales,Europe,Dissatisfied,Support,
632.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Robert Romero DVM,+229,828.539.9229,Outgoing,1 mins 5 secs,,01:39 PM,New skill most word figure on.,CUST0632,2.0,,1.0,20 mins 9 secs,,,1.0,2.0,Busy,,,Neutral,Sales,No
,FB003,Pune,Shubhangi,+918888800003,Lori Hernandez,,001-297-653-3915x801,Outgoing,5 mins 46 secs,2022-11-12,06:23 PM,Serious better size cover.,CUST0633,4.0,12 mins 128 secs,0.0,0 mins 0 secs,,2.0,2.0,2.0,Busy,,Asia,Satisfied,Sales,Yes
634.0,,Nagpur,Aniruddha Kalbande,+918888800001,,+685,001-302-961-8532x495,Outgoing,10 mins 19 secs,2024-01-14,,Laugh surface itself should exist record.,CUST0634,0.0,0 mins 0 secs,,75 mins 130 secs,1.0,0.0,5.0,,Busy,Follow-up,,Satisfied,Sales,Yes
,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Christine Mcdonald,+1 268,952-687-1454x6861,Outgoing,,2021-04-03,12:05 AM,During use chance see near night.,CUST0635,1.0,14 mins 3 secs,0.0,0 mins 0 secs,,,1.0,0.0,Failed,,Europe,Satisfied,Sales,Yes
636.0,FB003,,Shubhangi,+918888800003,,+963,,,,2022-12-15,06:43 PM,Here by before defense before view realize.,CUST0636,,40 mins 52 secs,4.0,8 mins 60 secs,1.0,,4.0,,Completed,Inquiry,Australia,Dissatisfied,,Yes
637.0,FB002,Mumbai,Ankur Garde,+918888800002,Joel Nunez,+20,854.827.3957x75030,Outgoing,,2023-05-24,04:46 AM,Leg whom consumer.,CUST0637,3.0,6 mins 174 secs,4.0,64 mins 116 secs,1.0,0.0,2.0,,,Support,North America,,Support,No
,FB002,Mumbai,,+918888800002,Ryan Morrison,+64,(758)922-4393x158,Incoming,17 mins 25 secs,2021-05-11,06:08 AM,American down against middle former tax.,CUST0638,0.0,0 mins 0 secs,,40 mins 10 secs,0.0,2.0,2.0,3.0,,Follow-up,,Dissatisfied,,Yes
639.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Hannah Perry,+44 7911,(805)661-0133,Outgoing,,,,Interview view everyone pull friend.,,3.0,54 mins 102 secs,3.0,30 mins 150 secs,1.0,2.0,0.0,6.0,Busy,Sales,Australia,Dissatisfied,Sales,No
640.0,,Nagpur,Aniruddha Kalbande,+918888800001,Jordan Allison,+972,,Incoming,6 mins 59 secs,2021-05-31,04:16 AM,Yes it step wide owner these number.,,2.0,18 mins 92 secs,4.0,,1.0,2.0,1.0,5.0,Completed,,Australia,Dissatisfied,Sales,
641.0,FB015,New York,Rachel,+918888800005,William Wilson,+881 1,220.994.0191x1338,Incoming,16 mins 58 secs,2022-03-20,12:25 PM,,CUST0641,1.0,6 mins 19 secs,2.0,26 mins 6 secs,0.0,2.0,0.0,3.0,Failed,Sales,North America,Neutral,Sales,
642.0,FB001,Nagpur,Aniruddha Kalbande,,Mrs. Carrie Brown,+81,001-386-642-9621x2757,Outgoing,,2020-09-16,10:17 PM,Add to evening check.,CUST0642,,0 mins 0 secs,0.0,,1.0,2.0,0.0,,Busy,Sales,North America,Neutral,,No
,FB003,Pune,Shubhangi,+918888800003,,+970,497.631.0463,,17 mins 26 secs,2023-02-17,,On raise value most tonight.,CUST0643,3.0,45 mins 141 secs,0.0,0 mins 0 secs,2.0,,1.0,2.0,Completed,Inquiry,Europe,Satisfied,,Yes
644.0,FB015,New York,Rachel,+918888800005,,,001-847-487-9660,Outgoing,9 mins 41 secs,2021-12-16,09:35 AM,Call it we standard top of.,CUST0644,4.0,76 mins 160 secs,0.0,0 mins 0 secs,0.0,2.0,,3.0,No Answer,,Africa,Dissatisfied,,Yes
